gene gene_id gene_type chromosome start_position end_position pLI gene_midpoint
SEMG2 ENSG00000124157 protein_coding 20 43849941 43853099 0.058203 43851520.0
SLPI ENSG00000124107 protein_coding 20 43880880 43883205 0.00089665 43882042.0
MATN4 ENSG00000124159 protein_coding 20 43922085 43937169 1.1311e-08 43929627.0
RBPJL ENSG00000124232 protein_coding 20 43935491 43945803 2.9188999999999996e-11 43940647.0
SDC4 ENSG00000124145 protein_coding 20 43953928 43977064 0.0041475 43965496.0
SYS1 ENSG00000204070 protein_coding 20 43990577 44005438 0.07091499999999999 43998007.0
TP53TG5 ENSG00000124251 protein_coding 20 44002526 44036529 4.443e-07 44019527.0
DBNDD2 ENSG00000244274 protein_coding 20 44034697 44039250 0.008306399999999999 44036973.0
PIGT ENSG00000124155 protein_coding 20 44044717 44054884 7.295900000000001e-10 44049800.0
WFDC2 ENSG00000101443 protein_coding 20 44098346 44110172 0.79406 44104259.0
SPINT3 ENSG00000101446 protein_coding 20 44141101 44144264 0.01729 44142682.0
WFDC6 ENSG00000243543 protein_coding 20 44162835 44168134 0.001097 44165484.0
EPPIN ENSG00000101448 protein_coding 20 44165625 44176391 7.4025e-05 44171008.0
WFDC8 ENSG00000158901 protein_coding 20 44179792 44207965 1.3e-08 44193878.0
WFDC10A ENSG00000180305 protein_coding 20 44258165 44259835 0.014415 44259000.0
WFDC11 ENSG00000180083 protein_coding 20 44277202 44298909 0.0027408000000000003 44288055.0
WFDC10B ENSG00000182931 protein_coding 20 44313292 44333658 0.036238 44323475.0
WFDC13 ENSG00000168634 protein_coding 20 44330655 44337456 0.017093999999999998 44334055.0
WFDC3 ENSG00000124116 protein_coding 20 44376583 44420571 9.0781e-08 44398577.0
DNTTIP1 ENSG00000101457 protein_coding 20 44420576 44440066 0.7272 44430321.0
UBE2C ENSG00000175063 protein_coding 20 44441215 44445596 0.10513 44443405.0
TNNC2 ENSG00000101470 protein_coding 20 44451853 44462384 0.01624 44457118.0
SNX21 ENSG00000124104 protein_coding 20 44462449 44471914 2.3201999999999998e-07 44467181.0
ACOT8 ENSG00000101473 protein_coding 20 44470360 44486045 5.9662e-06 44478202.0
ZSWIM3 ENSG00000132801 protein_coding 20 44486256 44507761 5.5178e-05 44497008.0
ZSWIM1 ENSG00000168612 protein_coding 20 44509866 44513905 1.1282e-11 44511885.0
SPATA25 ENSG00000149634 protein_coding 20 44515128 44516274 0.0014577 44515701.0
NEURL2 ENSG00000124257 protein_coding 20 44517264 44519926 0.00013395 44518595.0
CTSA ENSG00000064601 protein_coding 20 44518783 44527459 5.898399999999999e-09 44523121.0
PLTP ENSG00000100979 protein_coding 20 44527399 44540794 8.9961e-09 44534096.0
PCIF1 ENSG00000100982 protein_coding 20 44563267 44576662 0.9999899999999999 44569964.0
ZNF335 ENSG00000198026 protein_coding 20 44577292 44600833 6.888500000000001e-07 44589062.0
MMP9 ENSG00000100985 protein_coding 20 44637547 44645200 1.8869e-17 44641373.0
SLC12A5 ENSG00000124140 protein_coding 20 44650356 44688784 1.0 44669570.0
NCOA5 ENSG00000124160 protein_coding 20 44689624 44718591 0.99926 44704107.0
CD40 ENSG00000101017 protein_coding 20 44746911 44758502 0.84603 44752706.0
CDH22 ENSG00000149654 protein_coding 20 44802372 44937137 0.4999 44869754.0
SLC35C2 ENSG00000080189 protein_coding 20 44978167 44993043 0.0014698 44985605.0
ELMO2 ENSG00000062598 protein_coding 20 44994688 45061704 1.0384000000000001e-05 45028196.0
ZNF334 ENSG00000198185 protein_coding 20 45129701 45142198 1.6122e-09 45135949.0
OCSTAMP ENSG00000149635 protein_coding 20 45169585 45179213 0.001282 45174399.0
SLC13A3 ENSG00000158296 protein_coding 20 45186463 45304714 9.452200000000001e-07 45245588.0
TP53RK ENSG00000172315 protein_coding 20 45313004 45318418 0.00077469 45315711.0
SLC2A10 ENSG00000197496 protein_coding 20 45338126 45364965 1.5672e-08 45351545.0
EYA2 ENSG00000064655 protein_coding 20 45523263 45817492 0.097959 45670377.0
ZMYND8 ENSG00000101040 protein_coding 20 45837859 45985567 1.0 45911713.0
AL031666.2 ENSG00000267882 protein_coding 20 45947246 45949467 0.0018503 45948356.0
NCOA3 ENSG00000124151 protein_coding 20 46130601 46285621 0.54065 46208111.0
SULF2 ENSG00000196562 protein_coding 20 46285092 46415360 0.010584999999999999 46350226.0
PREX1 ENSG00000124126 protein_coding 20 47240790 47444420 1.0 47342605.0
ARFGEF2 ENSG00000124198 protein_coding 20 47538427 47653230 0.9999299999999999 47595828.0
CSE1L ENSG00000124207 protein_coding 20 47662849 47713489 1.0 47688169.0
STAU1 ENSG00000124214 protein_coding 20 47729878 47804904 0.99976 47767391.0
DDX27 ENSG00000124228 protein_coding 20 47835884 47860614 0.58326 47848249.0
ZNFX1 ENSG00000124201 protein_coding 20 47854483 47894963 0.9998299999999999 47874723.0
KCNB1 ENSG00000158445 protein_coding 20 47980414 48099184 0.99977 48039799.0
PTGIS ENSG00000124212 protein_coding 20 48120411 48184683 1.1970000000000001e-09 48152547.0
B4GALT5 ENSG00000158470 protein_coding 20 48249482 48330415 0.99889 48289948.0
SLC9A8 ENSG00000197818 protein_coding 20 48429250 48508779 2.9146e-10 48469014.0
SPATA2 ENSG00000158480 protein_coding 20 48519928 48532080 0.9788899999999999 48526004.0
RNF114 ENSG00000124226 protein_coding 20 48552948 48570429 0.052109 48561688.0
SNAI1 ENSG00000124216 protein_coding 20 48599536 48605423 0.21754 48602479.0
UBE2V1 ENSG00000244687 protein_coding 20 48697661 48732496 0.00012406 48715078.0
TMEM189 ENSG00000240849 protein_coding 20 48697663 48770335 0.0083949 48733999.0
CEBPB ENSG00000172216 protein_coding 20 48807376 48809212 0.35809 48808294.0
PTPN1 ENSG00000196396 protein_coding 20 49126891 49201299 0.81293 49164095.0
FAM65C ENSG00000042062 protein_coding 20 49202645 49308065 7.0058e-20 49255355.0
PARD6B ENSG00000124171 protein_coding 20 49348081 49373332 0.9258299999999999 49360706.0
BCAS4 ENSG00000124243 protein_coding 20 49411431 49493714 5.6788999999999994e-05 49452572.0
ADNP ENSG00000101126 protein_coding 20 49505585 49547958 1.0 49526771.0
DPM1 ENSG00000000419 protein_coding 20 49551404 49575092 0.00016237 49563248.0
MOCS3 ENSG00000124217 protein_coding 20 49575363 49577820 1.8387e-06 49576591.0
KCNG1 ENSG00000026559 protein_coding 20 49620193 49639666 0.026243 49629929.0
NFATC2 ENSG00000101096 protein_coding 20 50003494 50179370 0.99995 50091432.0
ATP9A ENSG00000054793 protein_coding 20 50213053 50385173 0.9999899999999999 50299113.0
SALL4 ENSG00000101115 protein_coding 20 50400581 50419059 0.99997 50409820.0
ZFP64 ENSG00000020256 protein_coding 20 50668202 50820847 0.00016534 50744524.0
TSHZ2 ENSG00000182463 protein_coding 20 51588946 52111869 0.9814 51850407.0
ZNF217 ENSG00000171940 protein_coding 20 52183604 52226446 0.99995 52205025.0
BCAS1 ENSG00000064787 protein_coding 20 52553316 52687304 6.9521e-07 52620310.0
CYP24A1 ENSG00000019186 protein_coding 20 52769988 52790512 3.1964e-23 52780250.0
PFDN4 ENSG00000101132 protein_coding 20 52824386 52844591 0.47588 52834488.0
DOK5 ENSG00000101134 protein_coding 20 53092136 53267710 0.00022609 53179923.0
CBLN4 ENSG00000054803 protein_coding 20 54572496 54580528 0.16726 54576512.0
MC3R ENSG00000124089 protein_coding 20 54823788 54824871 9.9877e-08 54824329.0
FAM210B ENSG00000124098 protein_coding 20 54933971 54943719 0.087064 54938845.0
AURKA ENSG00000087586 protein_coding 20 54944445 54967393 0.8676 54955919.0
CSTF1 ENSG00000101138 protein_coding 20 54967427 54979518 0.95401 54973472.0
CASS4 ENSG00000087589 protein_coding 20 54987168 55034396 0.36682 55010782.0
RTFDC1 ENSG00000022277 protein_coding 20 55043647 55093943 0.00064279 55068795.0
GCNT7 ENSG00000124091 protein_coding 20 55066548 55100981 0.087274 55083764.0
FAM209A ENSG00000124103 protein_coding 20 55092243 55101198 0.07888099999999999 55096720.0
FAM209B ENSG00000213714 protein_coding 20 55108302 55111576 0.00017979 55109939.0
TFAP2C ENSG00000087510 protein_coding 20 55204358 55214339 0.92204 55209348.0
BMP7 ENSG00000101144 protein_coding 20 55743804 55841685 0.12727 55792744.0
SPO11 ENSG00000054796 protein_coding 20 55904815 55919050 1.4473e-08 55911932.0
RAE1 ENSG00000101146 protein_coding 20 55926066 55954267 0.99902 55940166.0
RBM38 ENSG00000132819 protein_coding 20 55966463 55984389 0.71583 55975426.0
CTCFL ENSG00000124092 protein_coding 20 56071035 56100708 0.00039547 56085871.0
PCK1 ENSG00000124253 protein_coding 20 56136136 56141513 8.7476e-15 56138824.0
ZBP1 ENSG00000124256 protein_coding 20 56178902 56195632 1.8259e-14 56187267.0
PMEPA1 ENSG00000124225 protein_coding 20 56223448 56286592 0.9357700000000001 56255020.0
C20orf85 ENSG00000124237 protein_coding 20 56725960 56736206 1.8292e-05 56731083.0
ANKRD60 ENSG00000124227 protein_coding 20 56793551 56803709 2.9806999999999998e-05 56798630.0
RAB22A ENSG00000124209 protein_coding 20 56884752 56942563 0.10273 56913657.0
VAPB ENSG00000124164 protein_coding 20 56964178 57026157 0.58111 56995167.0
APCDD1L ENSG00000198768 protein_coding 20 57034157 57090187 0.058959000000000004 57062172.0
STX16 ENSG00000124222 protein_coding 20 57226328 57254582 0.48261000000000004 57240455.0
NPEPL1 ENSG00000215440 protein_coding 20 57264187 57294294 9.8457e-07 57279240.0
GNAS ENSG00000087460 protein_coding 20 57414773 57486247 0.68076 57450510.0
NELFCD ENSG00000101158 protein_coding 20 57556263 57570188 0.17607 57563225.0
CTSZ ENSG00000101160 protein_coding 20 57570240 57582302 2.2587e-16 57576271.0
TUBB1 ENSG00000101162 protein_coding 20 57594309 57601709 1.0217000000000001e-07 57598009.0
ATP5E ENSG00000124172 protein_coding 20 57600522 57607437 0.008874799999999999 57603979.0
SLMO2 ENSG00000101166 protein_coding 20 57608200 57617964 0.136 57613082.0
ZNF831 ENSG00000124203 protein_coding 20 57766075 57834168 7.872699999999999e-10 57800121.0
EDN3 ENSG00000124205 protein_coding 20 57875482 57901047 0.024568 57888264.0
PHACTR3 ENSG00000087495 protein_coding 20 58152564 58422766 0.99687 58287665.0
SYCP2 ENSG00000196074 protein_coding 20 58438618 58508710 1.0 58473664.0
PPP1R3D ENSG00000132825 protein_coding 20 58511894 58515352 0.0047028 58513623.0
CDH26 ENSG00000124215 protein_coding 20 58533471 58609066 5.3761e-26 58571268.0
C20orf197 ENSG00000176659 protein_coding 20 58630980 58648008 0.42195 58639494.0
CDH4 ENSG00000179242 protein_coding 20 59827482 60515673 0.74348 60171577.0
TAF4 ENSG00000130699 protein_coding 20 60528525 60640866 1.0 60584695.0
LSM14B ENSG00000149657 protein_coding 20 60697517 60710434 0.9953 60703975.0
PSMA7 ENSG00000101182 protein_coding 20 60711791 60718496 0.9876799999999999 60715143.0
SS18L1 ENSG00000184402 protein_coding 20 60718822 60757540 0.98229 60738181.0
MTG2 ENSG00000101181 protein_coding 20 60758085 60778624 0.00033086 60768354.0
HRH3 ENSG00000101180 protein_coding 20 60790026 60795323 0.04081 60792674.0
OSBPL2 ENSG00000130703 protein_coding 20 60813580 60871268 0.13102 60842424.0
ADRM1 ENSG00000130706 protein_coding 20 60877149 60883918 0.9970399999999999 60880533.0
LAMA5 ENSG00000130702 protein_coding 20 60883011 60942368 0.0064742 60912689.0
RPS21 ENSG00000171858 protein_coding 20 60962172 60963576 0.1406 60962874.0
CABLES2 ENSG00000149679 protein_coding 20 60963688 60982341 0.00020975 60973014.0
RBBP8NL ENSG00000130701 protein_coding 20 60985293 61002589 0.0098478 60993941.0
GATA5 ENSG00000130700 protein_coding 20 61038553 61051026 0.28478000000000003 61044789.0
C20orf166 ENSG00000174407 protein_coding 20 61147660 61167971 0.0034664 61157815.0
RP11-93B14.6 ENSG00000167046 protein_coding 20 61272071 61274656 0.078497 61273363.0
SLCO4A1 ENSG00000101187 protein_coding 20 61273797 61317137 1.0328e-10 61295467.0
NTSR1 ENSG00000101188 protein_coding 20 61340189 61394123 1.9279999999999998e-08 61367156.0
MRGBP ENSG00000101189 protein_coding 20 61427805 61431945 0.93142 61429875.0
OGFR ENSG00000060491 protein_coding 20 61436187 61445352 0.033874 61440769.0
COL9A3 ENSG00000092758 protein_coding 20 61447596 61472511 3.278e-12 61460053.0
TCFL5 ENSG00000101190 protein_coding 20 61472467 61493115 0.9912799999999999 61482791.0
DIDO1 ENSG00000101191 protein_coding 20 61509090 61569304 1.0 61539197.0
GID8 ENSG00000101193 protein_coding 20 61569471 61576996 0.93963 61573233.0
SLC17A9 ENSG00000101194 protein_coding 20 61584052 61599949 6.097899999999999e-17 61592000.0
BHLHE23 ENSG00000125533 protein_coding 20 61637331 61638387 0.19596 61637859.0
YTHDF1 ENSG00000149658 protein_coding 20 61826781 61847586 0.9942 61837183.0
BIRC7 ENSG00000101197 protein_coding 20 61867235 61871859 1.1004000000000001e-07 61869547.0
NKAIN4 ENSG00000101198 protein_coding 20 61872136 61904046 0.0073143999999999995 61888091.0
ARFGAP1 ENSG00000101199 protein_coding 20 61904137 61921142 0.0015429 61912639.0
COL20A1 ENSG00000101203 protein_coding 20 61924538 61966203 1.3805999999999999e-40 61945370.0
CHRNA4 ENSG00000101204 protein_coding 20 61975420 62009753 8.5474e-05 61992586.0
KCNQ2 ENSG00000075043 protein_coding 20 62037542 62103993 0.99998 62070767.0
EEF1A2 ENSG00000101210 protein_coding 20 62119366 62130505 0.9955799999999999 62124935.0
PPDPF ENSG00000125534 protein_coding 20 62152077 62153559 0.00010213 62152818.0
PTK6 ENSG00000101213 protein_coding 20 62159778 62168723 4.3468e-13 62164250.0
SRMS ENSG00000125508 protein_coding 20 62172163 62178857 1.2721e-12 62175510.0
C20orf195 ENSG00000125531 protein_coding 20 62184373 62188061 2.1684e-05 62186217.0
HELZ2 ENSG00000130589 protein_coding 20 62189439 62205592 1.3364e-08 62197515.0
GMEB2 ENSG00000101216 protein_coding 20 62218955 62258394 0.99495 62238674.0
STMN3 ENSG00000197457 protein_coding 20 62271061 62284780 0.083885 62277920.0
RTEL1 ENSG00000258366 protein_coding 20 62289163 62328416 8.8674e-10 62308789.0
TNFRSF6B ENSG00000243509 protein_coding 20 62328021 62330037 3.874e-06 62329029.0
ARFRP1 ENSG00000101246 protein_coding 20 62329996 62339377 0.13743 62334686.0
ZGPAT ENSG00000197114 protein_coding 20 62338817 62367494 0.00038328 62353155.0
LIME1 ENSG00000203896 protein_coding 20 62366815 62370456 0.00017155 62368635.0
SLC2A4RG ENSG00000125520 protein_coding 20 62371214 62374858 0.21856 62373036.0
ZBTB46 ENSG00000130584 protein_coding 20 62375019 62462597 0.80852 62418808.0
TPD52L2 ENSG00000101150 protein_coding 20 62496596 62522898 0.00020188 62509747.0
DNAJC5 ENSG00000101152 protein_coding 20 62526518 62567384 0.81216 62546951.0
UCKL1 ENSG00000198276 protein_coding 20 62571186 62587769 4.3613e-15 62579477.0
SAMD10 ENSG00000130590 protein_coding 20 62605466 62611361 0.00065861 62608413.0
ZNF512B ENSG00000196700 protein_coding 20 62588055 62680113 0.99992 62634084.0
PRPF6 ENSG00000101161 protein_coding 20 62612488 62664453 0.0032101 62638470.0
SOX18 ENSG00000203883 protein_coding 20 62679076 62680994 0.15103 62680035.0
TCEA2 ENSG00000171703 protein_coding 20 62681189 62703700 0.00056849 62692444.0
RGS19 ENSG00000171700 protein_coding 20 62704534 62711323 0.96134 62707928.0
C20orf201 ENSG00000171695 protein_coding 20 62714733 62715712 0.025208 62715222.0
OPRL1 ENSG00000125510 protein_coding 20 62711526 62731996 0.48172 62721761.0
NPBWR2 ENSG00000125522 protein_coding 20 62737173 62738524 9.2479e-05 62737848.0
MYT1 ENSG00000196132 protein_coding 20 62783144 62873604 0.9779100000000001 62828374.0
PCMTD2 ENSG00000203880 protein_coding 20 62887094 62926855 0.007994800000000002 62906974.0
POTED ENSG00000166351 protein_coding 21 14982498 15013906 0.00041359 14998202.0
LIPI ENSG00000188992 protein_coding 21 15481134 15583166 1.0154999999999999e-19 15532150.0
RBM11 ENSG00000185272 protein_coding 21 15588451 15600693 2.2392e-05 15594572.0
HSPA13 ENSG00000155304 protein_coding 21 15743436 15755805 0.016897 15749620.0
SAMSN1 ENSG00000155307 protein_coding 21 15857549 15955723 5.0417000000000005e-11 15906636.0
AF165138.7 ENSG00000243440 protein_coding 21 15964251 16031142 5.2132e-07 15997696.0
NRIP1 ENSG00000180530 protein_coding 21 16333556 16437321 0.9939399999999999 16385438.0
USP25 ENSG00000155313 protein_coding 21 17102344 17252377 0.7522 17177360.0
C21orf37 ENSG00000232560 protein_coding 21 18811208 18821503 0.033685 18816355.0
CXADR ENSG00000154639 protein_coding 21 18884700 18965897 0.36867 18925298.0
BTG3 ENSG00000154640 protein_coding 21 18965971 18985265 0.9158200000000001 18975618.0
C21orf91 ENSG00000154642 protein_coding 21 19161284 19191703 0.00087035 19176493.0
CHODL ENSG00000154645 protein_coding 21 19273580 19639690 2.1485e-08 19456635.0
TMPRSS15 ENSG00000154646 protein_coding 21 19641433 19858197 4.5846999999999993e-32 19749815.0
NCAM2 ENSG00000154654 protein_coding 21 22370633 22915650 0.2306 22643141.0
MRPL39 ENSG00000154719 protein_coding 21 26957968 26979829 4.3076999999999994e-06 26968898.0
JAM2 ENSG00000154721 protein_coding 21 27011584 27089874 0.006155 27050729.0
ATP5J ENSG00000154723 protein_coding 21 27088815 27107984 0.006131 27098399.0
GABPA ENSG00000154727 protein_coding 21 27106881 27144771 0.9981200000000001 27125826.0
APP ENSG00000142192 protein_coding 21 27252861 27543446 0.046544 27398153.0
CYYR1 ENSG00000166265 protein_coding 21 27838528 27945603 0.00044425 27892065.0
ADAMTS1 ENSG00000154734 protein_coding 21 28208066 28217728 0.71601 28212897.0
ADAMTS5 ENSG00000154736 protein_coding 21 28290231 28338832 8.0325e-07 28314531.0
N6AMT1 ENSG00000156239 protein_coding 21 30244513 30257693 6.818099999999999e-06 30251103.0
LTN1 ENSG00000198862 protein_coding 21 30300466 30365270 0.0084038 30332868.0
RWDD2B ENSG00000156253 protein_coding 21 30376705 30391699 1.2057e-07 30384202.0
USP16 ENSG00000156256 protein_coding 21 30396950 30426809 1.8492999999999998e-09 30411879.0
CCT8 ENSG00000156261 protein_coding 21 30428126 30446118 0.96252 30437122.0
MAP3K7CL ENSG00000156265 protein_coding 21 30449792 30548210 8.3352e-08 30499001.0
BACH1 ENSG00000156273 protein_coding 21 30566392 31003071 0.57072 30784731.0
GRIK1 ENSG00000171189 protein_coding 21 30909254 31312351 1.1947999999999998e-09 31110802.0
CLDN17 ENSG00000156282 protein_coding 21 31538241 31538971 0.00033411 31538606.0
CLDN8 ENSG00000156284 protein_coding 21 31586324 31588391 0.016193 31587357.0
KRTAP24-1 ENSG00000188694 protein_coding 21 31653629 31655276 6.574200000000001e-07 31654452.0
KRTAP26-1 ENSG00000197683 protein_coding 21 31691452 31692607 0.13581 31692029.0
KRTAP13-2 ENSG00000182816 protein_coding 21 31743709 31744557 1.3605e-05 31744133.0
KRTAP13-4 ENSG00000186971 protein_coding 21 31802572 31803216 0.30876 31802894.0
KRTAP6-1 ENSG00000184724 protein_coding 21 31985750 31986249 0.0023165 31985999.0
KRTAP21-1 ENSG00000187005 protein_coding 21 32127439 32127746 0.35324 32127592.0
KRTAP8-1 ENSG00000183640 protein_coding 21 32185016 32185570 0.1027 32185293.0
KRTAP11-1 ENSG00000182591 protein_coding 21 32252966 32253874 0.0038454 32253420.0
TIAM1 ENSG00000156299 protein_coding 21 32490734 32932290 0.95662 32711512.0
SOD1 ENSG00000142168 protein_coding 21 33031935 33041244 0.1773 33036589.0
SCAF4 ENSG00000156304 protein_coding 21 33043346 33104388 1.0 33073867.0
HUNK ENSG00000142149 protein_coding 21 33245628 33416946 0.9958899999999999 33331287.0
MIS18A ENSG00000159055 protein_coding 21 33640530 33651380 0.0070702 33645955.0
MRAP ENSG00000170262 protein_coding 21 33664124 33687095 0.002081 33675609.0
URB1 ENSG00000142207 protein_coding 21 33683329 33765335 1.2230999999999999e-17 33724332.0
EVA1C ENSG00000166979 protein_coding 21 33784314 33887707 0.001458 33836010.0
TCP10L ENSG00000242220 protein_coding 21 33948862 33959683 0.0032979 33954272.0
C21orf59 ENSG00000159079 protein_coding 21 33964389 33985176 1.1187e-06 33974782.0
SYNJ1 ENSG00000159082 protein_coding 21 34001069 34100359 0.42708999999999997 34050714.0
PAXBP1 ENSG00000159086 protein_coding 21 34106210 34144169 0.9999899999999999 34125189.0
C21orf62 ENSG00000205929 protein_coding 21 34162985 34186053 0.0026248 34174519.0
C21orf49 ENSG00000205930 protein_coding 21 34144411 34266043 0.16434 34205227.0
OLIG2 ENSG00000205927 protein_coding 21 34398153 34401504 0.094592 34399828.0
OLIG1 ENSG00000184221 protein_coding 21 34442450 34444726 0.66074 34443588.0
C21orf54 ENSG00000229086 protein_coding 21 34537776 34542541 0.00035513 34540158.0
IFNAR2 ENSG00000159110 protein_coding 21 34602206 34637980 8.5332e-06 34620093.0
IL10RB ENSG00000243646 protein_coding 21 34638663 34669539 2.5103e-06 34654101.0
IFNAR1 ENSG00000142166 protein_coding 21 34696734 34732168 3.2501e-12 34714451.0
IFNGR2 ENSG00000159128 protein_coding 21 34775202 34851655 0.95281 34813428.0
TMEM50B ENSG00000142188 protein_coding 21 34804792 34852318 0.029356999999999998 34828555.0
DNAJC28 ENSG00000177692 protein_coding 21 34860497 34864027 1.6455e-08 34862262.0
GART ENSG00000159131 protein_coding 21 34876238 34915797 0.00027711 34896017.0
SON ENSG00000159140 protein_coding 21 34914924 34949812 1.0 34932368.0
DONSON ENSG00000159147 protein_coding 21 34931848 34961014 1.3189999999999998e-07 34946431.0
CRYZL1 ENSG00000205758 protein_coding 21 34961647 35016232 2.0125000000000002e-09 34988939.0
ITSN1 ENSG00000205726 protein_coding 21 35014706 35272165 1.0 35143435.0
ATP5O ENSG00000241837 protein_coding 21 35275757 35288284 0.058145 35282020.0
MRPS6 ENSG00000243927 protein_coding 21 35445524 35515334 0.0006614 35480429.0
KCNE2 ENSG00000159197 protein_coding 21 35736323 35743688 0.00010145 35740005.0
SMIM11 ENSG00000205670 protein_coding 21 35747779 35780164 0.62261 35763971.0
C21orf140 ENSG00000222018 protein_coding 21 35772615 35773370 0.01012 35772992.0
AP000322.53 ENSG00000243627 protein_coding 21 35791013 35796264 0.18107 35793638.0
KCNE1 ENSG00000180509 protein_coding 21 35818988 35884573 0.003396 35851780.0
RCAN1 ENSG00000159200 protein_coding 21 35885440 35987441 0.016675 35936440.0
CLIC6 ENSG00000159212 protein_coding 21 36041688 36090525 3.5342e-05 36066106.0
RUNX1 ENSG00000159216 protein_coding 21 36160098 37376965 0.65377 36768531.0
SETD4 ENSG00000185917 protein_coding 21 37406839 37451687 4.042e-13 37429263.0
CBR1 ENSG00000159228 protein_coding 21 37442239 37445464 6.2783e-05 37443851.0
CBR3 ENSG00000159231 protein_coding 21 37507210 37518864 3.0158e-06 37513037.0
DOPEY2 ENSG00000142197 protein_coding 21 37529080 37666572 7.5465e-21 37597826.0
MORC3 ENSG00000159256 protein_coding 21 37692487 37758446 0.99985 37725466.0
CHAF1B ENSG00000159259 protein_coding 21 37757676 37791313 0.42768 37774494.0
CLDN14 ENSG00000159261 protein_coding 21 37832919 37948867 0.00011061 37890893.0
SIM2 ENSG00000159263 protein_coding 21 38071433 38122218 0.19959000000000002 38096825.0
HLCS ENSG00000159267 protein_coding 21 38123189 38362536 1.9208e-08 38242862.0
RIPPLY3 ENSG00000183145 protein_coding 21 38378450 38391959 0.083551 38385204.0
PIGP ENSG00000185808 protein_coding 21 38431470 38445470 0.0018934999999999998 38438470.0
TTC3 ENSG00000182670 protein_coding 21 38445526 38575413 1.6279999999999997e-40 38510469.0
DSCR3 ENSG00000157538 protein_coding 21 38595721 38640262 0.00014872 38617991.0
DYRK1A ENSG00000157540 protein_coding 21 38738092 38889753 0.9996700000000001 38813922.0
KCNJ6 ENSG00000157542 protein_coding 21 38979678 39288749 0.54063 39134213.0
DSCR4 ENSG00000184029 protein_coding 21 39323728 39493454 0.0007784 39408591.0
DSCR8 ENSG00000198054 protein_coding 21 39493545 39560110 5.4635e-05 39526827.0
KCNJ15 ENSG00000157551 protein_coding 21 39529128 39679279 0.11313 39604203.0
ERG ENSG00000157554 protein_coding 21 39751949 40033704 0.9641299999999999 39892826.0
ETS2 ENSG00000157557 protein_coding 21 40177231 40196879 0.9988799999999999 40187055.0
PSMG1 ENSG00000183527 protein_coding 21 40546695 40555777 0.00034234 40551236.0
BRWD1 ENSG00000185658 protein_coding 21 40556102 40693485 1.0 40624793.0
HMGN1 ENSG00000205581 protein_coding 21 40714241 40721573 0.20661 40717907.0
WRB ENSG00000182093 protein_coding 21 40752170 40800454 0.00086766 40776312.0
LCA5L ENSG00000157578 protein_coding 21 40777770 40817731 3.456e-07 40797750.0
SH3BGR ENSG00000185437 protein_coding 21 40817781 40887433 0.0021831 40852607.0
C21orf88 ENSG00000184809 protein_coding 21 40969074 40984748 0.22348 40976911.0
B3GALT5 ENSG00000183778 protein_coding 21 40928369 41045064 2.1595e-05 40986716.0
IGSF5 ENSG00000183067 protein_coding 21 41117334 41174023 3.6345e-17 41145678.0
PCP4 ENSG00000183036 protein_coding 21 41239243 41301322 0.0021696 41270282.0
DSCAM ENSG00000171587 protein_coding 21 41382926 42219065 1.0 41800995.0
BACE2 ENSG00000182240 protein_coding 21 42539728 42654445 0.0067632000000000005 42597086.0
FAM3B ENSG00000183844 protein_coding 21 42676139 42729358 2.4285000000000002e-08 42702748.0
MX2 ENSG00000183486 protein_coding 21 42733870 42781317 6.4792e-09 42757593.0
MX1 ENSG00000157601 protein_coding 21 42792231 42831141 3.4206e-18 42811686.0
TMPRSS2 ENSG00000184012 protein_coding 21 42836478 42903043 2.4044e-10 42869760.0
RIPK4 ENSG00000183421 protein_coding 21 43159529 43187266 0.0039646 43173397.0
PRDM15 ENSG00000141956 protein_coding 21 43218385 43299591 8.2172e-06 43258988.0
C2CD2 ENSG00000157617 protein_coding 21 43305221 43373999 9.0642e-06 43339610.0
ZBTB21 ENSG00000173276 protein_coding 21 43406940 43430496 0.9977799999999999 43418718.0
UMODL1 ENSG00000177398 protein_coding 21 43483068 43563563 4.2869e-36 43523315.0
C21orf128 ENSG00000184385 protein_coding 21 43522244 43528644 0.0022226999999999998 43525444.0
ABCG1 ENSG00000160179 protein_coding 21 43619799 43717354 0.11182 43668576.0
TFF3 ENSG00000160180 protein_coding 21 43731777 43735761 0.01591 43733769.0
TFF2 ENSG00000160181 protein_coding 21 43766466 43771237 2.2197e-07 43768851.0
TFF1 ENSG00000160182 protein_coding 21 43782391 43786703 0.00088929 43784547.0
TMPRSS3 ENSG00000160183 protein_coding 21 43791999 43816955 6.0739e-11 43804477.0
UBASH3A ENSG00000160185 protein_coding 21 43824008 43867791 1.0489e-10 43845899.0
RSPH1 ENSG00000160188 protein_coding 21 43892596 43916464 2.054e-06 43904530.0
SLC37A1 ENSG00000160190 protein_coding 21 43916118 44001550 0.00058122 43958834.0
PDE9A ENSG00000160191 protein_coding 21 44073746 44195619 0.0045595 44134682.0
WDR4 ENSG00000160193 protein_coding 21 44263204 44299678 1.3806e-08 44281441.0
NDUFV3 ENSG00000160194 protein_coding 21 44299754 44333414 2.8018e-18 44316584.0
PKNOX1 ENSG00000160199 protein_coding 21 44394620 44453691 0.9940100000000001 44424155.0
CBS ENSG00000160200 protein_coding 21 44473301 44497053 3.0799e-05 44485177.0
U2AF1 ENSG00000160201 protein_coding 21 44513066 44527697 0.9899 44520381.0
